 《公司,,,,72,5,103345,4421,26,33,60,是,荣安地产：2015年公开发行公司债券募集说明书_93073e6f-14c6-4fb1-a6ba-ed6a4bf5e652.txt
广州恒运企业集团股份有限公司,穗恒运,,,56,5,123922,5353,33,43,68,是,穗恒运Ａ：公开发行2015年公司债券募集说明书_0e2bea65-b853-43fd-800c-e16c6962eb9e.txt
公司,,15京威债,,63,10,130940,4436,21,31,58,是,京威股份：公开发行公司债券募集说明书（面向合格投资者）_717cb741-42b3-4637-aaee-fc61befd8cfd.txt
中国武夷实业股份有限公司,,,,160,8,216023,15494,62,117,209,是,中国武夷：2015年面向合格投资者公开发行公司债券募集说明书（更新后）_398cf5bf-e80c-409a-ab76-11c09985c95c.txt
网力 股票代码公司,,15东网债,,71,4,159206,6834,33,46,74,是,东方网力：2015年面向合格投资者公开发行公司债券募集说明书_74f16e4e-9c6c-49fe-a3ba-51de9d001152.txt
中国武夷实业股份有限公司,,,,160,8,203466,15494,62,113,209,是,中国武夷：2015年面向合格投资者公开发行公司债券募集说明书（已取消）_e3430998-7c94-4e59-9158-23979be6e186.txt
星辉互动娱乐股份有限公司,,,,81,6,190511,12299,51,81,158,是,互动娱乐：2015年面向合格投资者公开发行公司债券募集说明书_fe262207-fb44-4d07-9310-73910c9187a7.txt
 东北证券股份有限公司,东北证券,东证1501,,187,10,183013,5851,26,41,64,是,东北证券：2015年面向合格投资者公开发行公司债券募集说明书_f198cee8-7663-4d43-8668-61877e52348c.txt
岭南园林 股票代码公司,岭南园林,,,85,12,121316,11562,47,78,120,是,岭南园林：公开发行2015年公司债券募集说明书_46ae5b36-8a45-483d-90ab-3c9e09af20d7.txt
云南旅游股份有限公司,云南旅游,,,65,7,214447,5375,26,38,64,是,云南旅游：2015年公开发行公司债券募集说明书_96ae08ee-025c-4428-94a0-ea5010786f16.txt
博彦科技股份有限公司,博彦科技,,,72,9,114292,5248,39,38,68,是,博彦科技：公开发行2015年公司债券募集说明书_17fdf42f-4ae1-4161-9eef-b54e51221f3b.txt
深圳市证通电子股份有限公司,证通电子,,,102,11,130341,5636,34,42,65,是,证通电子：公开发行2015年公司债券募集说明书（面向合格投资者）（第二期）_b3489839-a5af-4e5d-8fc7-7cb5da3d4b73.txt
东旭B 东旭光电科技股份有限公司,东旭光电、东旭B,,,68,6,100429,6997,26,50,67,是,东旭光电：公开发行2015年公司债券募集说明书_75ed751a-f3b6-42de-80c6-125c80eab3b5.txt
金一文化公开发行公司,金一文化,,,127,15,136433,6887,40,45,90,是,金一文化：公开发行2015年公司债券募集说明书_60e7ff70-a3d8-4665-8a1e-e88c967e484c.txt
深圳市证通电子股份有限公司,证通电子,,,102,11,130244,5636,34,42,65,是,证通电子：公开发行2015年公司债券募集说明书（面向合格投资者）_bbe899e8-7885-499e-b0b1-57e6b97590f5.txt
公开发行证券公司,,,,68,12,115029,5185,28,36,61,是,华东医药：公开发行2015年公司债券募集说明书_e358f31a-41fa-4fd2-ac22-9d75cc2c9f91.txt
海航投资 海航投资集团股份有限公司,海航投资,,,90,16,129407,5880,27,38,67,是,海航投资：公开发行2015年公司债券募集说明书（面向合格投资者）_d4e8c0ad-809e-4a9a-885d-27d0ddcf1a23.txt
苏州工业园区星公司,西部证券,15西部01,,242,7,181287,4838,27,37,62,是,西部证券：公开发行2015年公司债券募集说明书（面向合格投资者）_5008f352-40aa-4b17-a4b8-e8c09db8350e.txt
深圳市沃尔核材股份有限公司,,,,74,8,100761,5669,37,37,67,是,沃尔核材：公开发行2015年公司债券募集说明书_797c19ba-85a8-4565-8eaf-a7ef0ea3b119.txt
深圳市中洲投资控股股份有限公司,,15中洲债,,145,6,177323,9722,51,73,128,是,中洲控股：2015年面向合格投资者公开发行公司债券募集说明书_27ef82f2-973b-436a-a068-d5e566b81cd7.txt
广田公司,广田股份,13广田01,,65,7,109568,4952,31,40,56,是,广田股份：公开发行2015年公司债券募集说明书_fb1aff81-0026-4e26-b9f1-772fd672fffd.txt
新华联公司,,,,63,6,135555,3512,20,31,48,是,新华联：2015年公开发行公司债券募集说明书_5776838e-eae4-4086-b9f0-87902553d4b0.txt
中油金鸿能源投资股份有限公司,金鸿能源,,,100,9,118930,7981,40,50,121,是,金鸿能源：公开发行公司债券募集说明书（面向合格投资者）_5ed1fc3f-511d-4fb9-8327-183601a6d8fc.txt
北京利尔高温材料股份有限公司,北京利尔,,,70,12,112705,4247,22,35,53,是,北京利尔：公开发行2015年公司债券募集说明书（面向合格投资者）（第一期）_1a3af679-f14d-4b3b-911c-fcdf7664591a.txt
 湖南黄金股份有限公司,湖南黄金,,,65,3,129477,3864,20,28,49,是,湖南黄金：公开发行2015年公司债券募集说明书（面向合格投资者）（第一期）_ef89d21c-00a7-4f42-823d-2600c757b406.txt
公司,中弘股份,,,63,6,132220,4847,24,31,58,是,中弘股份：公开发行2014年公司债券募集说明书_a9ac121a-5318-4a88-bb84-cf703bfcb842.txt
 《公司,,,,88,8,170620,6331,35,43,87,是,徐工机械：2016年面向合格投资者公开发行公司债券（第一期）债券募集说明书_777743d1-2137-4336-8c07-200300f1b79f.txt
 歌尔声学股份有限公司,歌尔声学,,,101,3,183093,4895,28,42,64,是,歌尔声学：公开发行可转换公司债券募集说明书_4e8c8269-a657-4edf-91dd-17f1c328a2e3.txt
漳州发展 股票代码公司,漳州发展,,,85,8,131570,7520,33,58,108,是,漳州发展：公开发行2014年公司债券募集说明书_15555b6b-336c-424f-9440-6c610e965dce.txt
长江证券股份有限公司,长江证券,,,156,14,155121,5885,32,39,86,是,长江证券：2014年公开发行公司债券募集说明书_77a56f70-9f1f-42d5-892e-38f681fc3b49.txt
郴州市金贵银业股份有限公司,金贵银业,,,86,9,108549,7848,47,57,88,是,金贵银业：公开发行2014年公司债券募集说明书_159f0fc7-2901-4837-9fbf-80dffbfe049b.txt
江苏长青农化股份有限公司,长青股份,,,102,6,195094,7054,33,61,85,是,长青股份：可转换公司债券募集说明书_858e9554-e7cb-4f71-827c-9cdb05f3a073.txt
深深圳圳市市怡怡亚亚通通供供应应链链股股份份有有限限公公司,,,,134,18,155329,6311,34,49,74,是,怡 亚 通：公开发行2014年公司债券募集说明书（申报稿）_e050d907-0152-4af3-907c-9c2b75ccb06d.txt
吉林利源精制股份有限公司,利源精制,,,54,5,83232,4371,29,28,58,是,利源精制：公开发行公司债券募集说明书_0bde421e-bf2e-400c-93de-e62e5801795f.txt
齐峰新材 公司,齐峰新材,,,76,5,136348,6359,32,40,81,是,齐峰新材：公开发行A股可转换公司债券募集说明书_1e5afeaf-88cd-45fe-9926-e293a8dd0d4c.txt
特材 证券公司,,,,78,7,200312,5523,30,40,54,是,久立特材：可转换公司债券募集说明书_6c4b9d56-f122-4eee-bf39-40e9ae9f1099.txt
） 公公公开开开发发发行行行公公公司,荣盛石化,,,119,9,158494,8579,36,61,103,是,荣盛石化：公开发行公司债券募集说明书_3851271a-f581-4464-ba4f-b36ee7a7eb17.txt
浙浙江江万万里里扬扬变变速速公司,,,,58,4,110984,3729,24,25,50,是,万里扬：公开发行公司债券募集说明书_3779e824-ed34-428e-b682-e842ee158324.txt
江苏通鼎光电股份有限公司,通鼎光电,,,80,2,143916,5069,24,43,61,是,通鼎光电：公开发行可转换公司债券募集说明书（封卷稿）_e125004a-a330-480a-81fa-928f9b008d24.txt
重庆渝开发股份有限公司,渝开发,,,84,8,122528,5723,28,45,76,是,渝 开 发：公开发行公司债券募集说明书_9ac6f37d-5ddf-4340-97d7-0ab2ae8e65ad.txt
杰赛科技 股票代码公司,杰赛科技,,,74,6,137638,5886,31,38,68,是,杰赛科技：公开发行2014年公司债券募集说明书_5d815eca-23b7-44ff-a3f9-08c678578586.txt
公司,,,,70,5,120086,7542,23,39,67,是,中超电缆：公开发行公司债券募集说明书_381cb1c1-544c-4c08-a168-c5d81aaebbaf.txt
中山公用 股票代码公司,中山公用,12中山01,,60,5,97687,3537,18,21,55,是,中山公用：公开发行2014年公司债券募集说明书_5091f249-1ad1-425e-a3ec-5f3ceb8d018b.txt
农牧 公司,雏鹰农牧,,,92,13,163192,20309,98,106,186,是,雏鹰农牧：公开发行2014年公司债券募集说明书_1fb7766f-5b0e-4e7c-bd95-085055a43f7f.txt
金禾实业 股票代码：002597 安徽金禾实业股份有限公司,金禾实业,,,62,4,110221,4754,29,32,68,是,金禾实业：公开发行公司债券募集说明书_41967fa0-c91d-4e2a-a8c2-c811da29a195.txt
广东锦龙发展股份有限公司,,,,51,7,105051,4240,23,31,55,是,锦龙股份：公开发行公司债券募集说明书_60670397-f47c-491f-b575-5fabd517a67c.txt
好想你枣业股份有限公司,好想你,,,71,10,149081,6387,29,45,83,是,好想你：2014年度公开发行公司债券募集说明书_df7a6720-0a54-4afa-be6d-e4c360c60c5e.txt
公司,,,,97,4,194227,9160,41,63,107,是,齐翔腾达：公开发行可转换公司债券募集说明书_bb4e29f4-72cb-42d3-87ef-c47a89add51c.txt
北京大北农科技集团股份有限公司,,,,64,14,122204,4838,34,33,57,是,大北农：公开发行公司债券募集说明书_eeb6d50e-cf3f-4594-b9d7-3ea4a607fdea.txt
嘉麟杰 股票代码公司,嘉麟杰,,,62,8,99767,4310,20,32,51,是,嘉麟杰：公开发行公司债券募集说明书_a0290186-bdf1-48c8-b143-9a18d9051d92.txt
新城投资控股股份有限公司,铁岭新城,,,53,7,90906,4842,31,40,69,是,铁岭新城：公开发行2014年公司债券募集说明书_d761dff8-6272-4b37-809e-f7c119204704.txt
欧菲光 股票代码公司,欧菲光,,,57,5,111316,5760,28,42,58,是,欧菲光：公开发行公司债券募集说明书_d9dc98a3-259e-43d4-9974-cbd67bed1f15.txt
 东北证券股份有限公司,东北证券,,,174,15,139978,8887,51,60,116,是,东北证券：公开发行2013年公司债券募集说明书_db4b6149-24d3-45ff-b5d4-83902dd9e813.txt
徐工机械 徐徐工工集集团团工工程程机机械械股股份份有有限限公公司,,,,82,5,190958,5944,30,48,77,是,徐工机械：公开发行可转换公司债券募集说明书_16f93637-4b71-4633-bdd7-beb42b2e995d.txt
海南瑞泽新型建材股份有限公司,海南瑞泽,,,65,6,127562,7379,31,53,79,是,海南瑞泽：公开发行公司债券募集说明书_5269f395-3082-46c0-9cb6-1d05954cd3b8.txt
 渤海租赁股份有限公司,渤海租赁,,,212,8,107312,6109,37,52,84,是,渤海租赁：公开发行公司债券募集说明书_c3b52dde-d8a6-49b9-9d44-7d40958c647c.txt
华天科技 股票代码公司,华天科技,,,90,2,221561,5039,24,44,68,是,华天科技：公开发行可转换公司债券募集说明书_21ca0bb8-cdf5-4a6f-85eb-e055fbbae36b.txt
公司,,,,101,3,230827,4482,26,35,61,是,东华软件：公开发行可转换公司债券募集说明书_66323666-c42d-4d41-b64c-3300be54d858.txt
公司,,,,128,8,125359,7219,42,47,108,是,国元证券：公开发行2013年公司债券募集说明书_505275ec-4f32-444f-93b6-688aaefa6e4b.txt
公司,广发证券,,,127,10,139266,3585,21,27,45,是,广发证券：公开发行2013年公司债券募集说明书_0331ca36-bd4a-44ed-9c54-c7ca557d4663.txt
广东奥飞动漫文化股份有限公司,奥飞动漫,,,47,4,90130,3296,20,25,44,是,奥飞动漫：公开发行公司债券募集说明书_6a62780a-1dee-4de4-ad26-9d80421b855c.txt
东南洋电缆集团股份有限公司,南洋股份,,,45,6,98648,2731,14,23,36,是,南洋股份：公开发行公司债券募集说明书_2130dca4-8928-45b8-bd7a-63bcbeb99187.txt
浙江省围海建设集团股份有限公司,围海股份,,,67,12,102464,4157,21,30,58,是,围海股份：公开发行公司债券募集说明书_d55e1ff2-76c5-46bd-9586-1bfbd1a96742.txt
浙江大立科技股份有限公司,大立科技,,,64,9,90509,4545,19,36,53,是,大立科技：公开发行公司债券募集说明书_f14360fa-194c-46ee-8a4b-a64956d23c15.txt
普邦园林 股票代码公司,普邦园林,,,47,4,85050,3952,21,29,47,是,普邦园林：公开发行公司债券募集说明书_adab4551-0385-42b2-9e98-8d84eb90bc39.txt
华润公司,华润三九,,,64,6,101809,4249,26,35,54,是,华润三九：公开发行公司债券募集说明书_ab48318e-714d-4a58-91cc-24f89015a3a9.txt
安徽泰尔重工股份有限公司,,,,69,1,142369,4345,25,39,53,是,泰尔重工：发行可转换公司债券募集说明书_68bda95f-446e-4ec0-bb68-7f8a5d55b6a3.txt
贵州久联民爆器材发展股份有限公司,,,,55,8,119028,3149,16,28,39,是,久联发展：2012年公开发行公司债券募集说明书_59b85d4f-7109-4451-8ba2-3bec59bf71df.txt
南京港 股票代码公司,南京港,,,61,5,100639,3706,22,30,45,是,南 京 港：公开发行2012年公司债券募集说明书_b01336bf-bd93-4189-8382-8789acf840d6.txt
 北京康得新复合材料股份有限公司,,,,64,11,131550,5910,27,38,88,是,康得新：公开发行公司债券募集说明书_a46ae4d2-c23e-449c-9606-00fe9bfbc9af.txt
中科金财 股票代码公司,中科金财,,,63,4,85897,6964,37,41,86,是,中科金财：公开发行2012年公司债券募集说明书_19ecbb64-389c-4973-a796-77d5b325cd6c.txt
 河北钢铁股份有限公司,河北钢铁,,,61,7,134449,6064,35,50,84,是,河北钢铁：公开发行2012年公司债券募集说明书_36d85db5-7e51-45fd-b2cd-8b93914a2bc7.txt
上海莱士血液制品股份有限公司,,,,46,2,89436,3464,16,25,49,是,上海莱士：公开发行公司债券募集说明书_de3acd94-2673-4d77-93c5-5f47936dd9e6.txt
有限公司,股票简称:德裘涧达,,,58,12,117621,5197,26,44,63,是,德豪润达：公开发行公司债券募集说明书_a92a39ad-4478-4447-bf60-8cc2aed31ea7.txt
通信股份有限公司,三维通信,,,43,6,91412,2971,22,25,43,是,三维通信：公开发行公司债券募集说明书_f1d32545-48c7-4826-b769-bd2880d5751e.txt
粤电力 A公司,粤电力,,,62,6,143428,5925,32,46,84,是,12粤电债：公开发行2012年公司债券募集说明书_229d00b0-b896-4b3f-8ee4-809a6376d583.txt
粤电力 A公司,粤电力,,,62,6,143428,5925,32,46,84,是,粤电力Ａ：公开发行2012年公司债券募集说明书_d596e144-dbbc-4cc0-8e1a-7f56e122f285.txt
浙江传化股份有限公司,,,,61,4,96888,4025,23,32,49,是,传化股份：公开发行2013年公司债券募集说明书_a88b5870-a788-4136-b358-526fff858605.txt
西安民生集团股份有限公司,西安民生,,,63,5,90017,6960,31,42,77,是,西安民生：公开发行2012年公司债券募集说明书_46d3beb3-fdba-438a-8da7-29e1d608dbc5.txt
公司,中顺洁柔,,,49,10,112373,4506,25,31,58,是,中顺洁柔：公开发行2012年公司债券募集说明书_0d4eac0b-bbef-47b1-ad24-bdc920d8eb2d.txt
公司,,,,48,6,101091,2970,16,26,45,是,正邦科技：公开发行公司债券募集说明书_50ffa942-b0fb-4734-91d8-4517be87cda1.txt
 飞亚达（集团）股份有限公司,飞亚达A,,,58,11,118485,4173,28,32,49,是,飞亚达Ａ：2012年度公开发行公司债券募集说明书_a8047e4d-574e-40cc-90e5-4a23c640abdb.txt
芭田公司,芭田股份,,,70,7,96132,4725,28,35,55,是,芭田股份：公开发行公司债券募集说明书_561f58d9-c662-4fd9-949c-26d6aa4028dd.txt
浙江银轮机械股份有限公司,银轮股份,,,58,4,116621,5167,28,38,69,是,银轮股份：公开发行2012年公司债券募集说明书_8d1a14e5-2c23-4be6-bd45-e0fbda7161ed.txt
陕西秦川机械发展股份有限公司,,,,77,8,167025,7248,31,48,92,是,秦川发展：公开发行公司债券募集说明书_e9ea86d0-9651-4687-b542-52aebfbe020e.txt
中航光电 股票代码公司,中航光电,,,60,12,112959,4785,29,38,53,是,中航光电：公开发行公司债券募集说明书_e83247fc-e96c-4bdb-81d4-80016ba83000.txt
电力电子股份有限公司,荣信股份,,,57,4,121464,5883,25,43,65,是,荣信股份：公开发行公司债券募集说明书_1f595b30-5408-411a-9ca7-f3759d2209d4.txt
公司,晨鸣纸业晨鸣晨鸣纸业,晨鸣转债,,61,6,116177,9707,40,63,115,是,晨鸣纸业：公开发行2012年公司债券募集说明书_d18ea33e-8095-45b1-a007-81d0d335fc80.txt
格林美 股票代码公司,格林美,,,70,8,110508,5314,32,42,66,是,格林美：公开发行公司债券募集说明书_8f235fac-43b6-4812-bbbb-24db28bfce35.txt
中信海直 证券公司,,,,89,7,168249,9013,44,69,127,是,中信海直：公开发行可转换公司债券募集说明书_983bd1bc-96eb-4079-aa14-67e75926d3c1.txt
新疆北新路桥集团股份有限公司,北新路桥,,,70,7,114134,7423,32,56,75,是,北新路桥：公开发行公司债券募集说明书_3bdb6dcc-0358-4767-ba6c-818b3bb50f1d.txt
青岛金王 股票代码公司,青岛金王,,,70,7,111131,5009,22,37,64,是,青岛金王：公开发行2012年公司债券募集说明书_deebaa54-ba16-4d60-bda4-0cdb74d9df79.txt
深圳赤湾石油基地股份有限公司,深基地,,,67,5,108877,4468,24,32,60,是,深基地Ｂ：公开发行2012年公司债券募集说明书_8deb446d-e393-43dd-9a6a-72fb7f7e081d.txt
 《公司,,,,61,5,121586,8101,26,55,85,是,粤华包Ｂ：公开发行公司债券募集说明书_95133fd6-1e97-47ed-b266-35ed8bc855f5.txt
厦门合兴包装印刷股份有限公司,合兴包装,,,43,3,93982,3395,18,26,40,是,合兴包装：公开发行公司债券募集说明书_5d0ebc72-faf4-4288-b8f6-1363c050f110.txt
芜湖亚夏汽车股份有限公司,,,,38,3,94320,3340,19,29,48,是,亚夏汽车：公开发行2012年公司债券募集说明书_a8a2fc67-d361-4cc8-b89f-86bfad044a99.txt
公司,露笑科技,,,55,7,103969,3202,18,24,35,是,露笑科技：公开发行公司债券募集说明书_d105878d-2583-41dd-ae2e-c799681fc9f3.txt
辽通化工公开发行公司,,,,57,15,92493,3851,17,28,44,是,辽通化工：公开发行公司债券募集说明书_89ad726a-69f9-4ca0-9956-b53342e9f22b.txt
华西能源工业股份有限公司,,,,52,6,76719,4600,26,33,57,是,华西能源：公开发行2012年公司债券募集说明书_8975225e-ed2d-46d5-b643-e80b1573c47b.txt
重庆建峰化工股份有限公司,建峰化工,,,74,6,128757,6928,40,46,94,是,建峰化工：公开发行2012年公司债券募集说明书_8ff103ae-4d3d-4a3c-8f86-dd2e74a29a86.txt
山东恒邦冶炼股份有限公司,恒邦股份,,,69,6,145084,5325,35,43,71,是,恒邦股份：公开发行公司债券募集说明书_dacc6266-2811-46ef-aeaf-f1d1dd1db562.txt
浙江海翔药业股份有限公司,,,,45,7,110187,4659,20,31,57,是,海翔药业：2012年公开发行公司债券募集说明书_884aa4fb-cee1-4eed-8e49-34899428403d.txt
中山公用 股票代码公司,中山公用,,,62,5,110102,3658,20,23,55,是,中山公用：公开发行2012年（第一期）公司债券募集说明书_d73c1cc3-133e-4111-823d-892105d62dc9.txt
景兴纸业 股票代码公司,景兴纸业,,,63,19,94745,3846,19,22,55,是,景兴纸业：公开发行公司债券募集说明书_1de870ec-e25c-4737-9ccb-7fa4d5fce4f9.txt
江苏联发纺织股份有限公司,联发股份,,,66,10,103833,4295,19,31,50,是,联发股份：公开发行公司债券募集说明书_d0d8dd03-918f-44d6-9845-0f236ade2037.txt
 神州学人集团股份有限公司,闽福发,,,54,9,103172,4188,18,27,45,是,闽福发Ａ：公开发行公司债券募集说明书_543078e4-e0d6-42ae-959e-dae87cf3f01b.txt
江苏中泰桥梁钢构股份有限公司,中泰桥梁,,,56,5,101996,3888,25,32,45,是,中泰桥梁：公开发行2012年公司债券募集说明书_5d6f50a1-bddc-4685-ba9b-0d0a35cc5480.txt
冀东水泥 股票代码公司,冀东水泥,,,38,3,109704,3898,24,35,57,是,冀东水泥：公开发行2012年公司债券募集说明书_c5090dc5-3e7c-42bc-9692-3f1f472c7a0b.txt
四川科伦药业股份有限公司,,,,43,5,108287,5127,25,37,57,是,科伦药业：公开发行2012年公司债券募集说明书（第二期）_e6b3d4af-9915-4ffa-9850-e0160f8eb558.txt
东方锆业 股票代码公司,东方锆业,,,55,8,118437,5844,28,46,79,是,东方锆业：公开发行2012年公司债券募集说明书_630463fb-bb9b-49bd-9230-aa56e90aa8c3.txt
南南宁宁糖糖业业股股份份有有限限公公司,,,,46,8,83929,4353,22,33,67,是,南宁糖业：2012年公开发行公司债券募集说明书_e7e30ba3-0c3d-4cd2-8ade-8a8289ad09b5.txt
江苏舜天船舶股份有限公司,,,,70,9,89713,5150,34,35,77,是,舜天船舶：公开发行公司债券募集说明书_b860a866-1801-41f6-96f3-8632eea4bff5.txt
昆明云内动力股份有限公司,,,,74,14,113955,8416,28,51,86,是,云内动力：公开发行公司债券募集说明书_a83ec0b1-5870-4b30-9b87-76a959ae1c40.txt
大康牧业 湖南大康牧业股份有限公司,大康牧业,,,83,13,130200,4962,30,33,59,是,大康牧业：公开发行公司债券募集说明书_4742bd06-0edf-4eed-b3d3-f987a661a6a0.txt
芜湖海螺型材科技股份有限公司,海螺型材,,,54,8,106430,5517,37,38,86,是,海螺型材：公开发行2012年公司债券募集说明书_f445a7c9-6fb0-4fb0-a426-f7284ded65fe.txt
公司,,,,62,6,99088,6056,38,44,81,是,盾安环境：2012年公开发行公司债券募集说明书_5648b149-096c-4708-ac0b-6bdb33f6143a.txt
浙江亚厦装饰股份有限公司,亚厦股份,,,57,6,105312,3755,22,30,47,是,亚厦股份：公开发行2012年公司债券募集说明书_9e849190-ade4-4757-bcd0-08d99afb149c.txt
湖北国创高新材料股份有限公司,国创高新,,,58,7,98326,4609,21,37,56,是,国创高新：公开发行公司债券募集说明书_3485d9d5-9a8b-40bc-bb6b-aaac8f108039.txt
浙江康盛股份有限公司,康盛股份,,,67,10,108320,4217,20,32,46,是,康盛股份：公开发行公司债券募集说明书_9f732d3d-ad10-415a-8ac4-4ca2bd760f29.txt
中利科技集团股份有限公司,,,,56,4,105743,5697,33,48,74,是,中利科技：公开发行公司债券募集说明书_2b471390-95f8-4718-a475-b5a456c65b5a.txt
海南海药 股票代码公司,海南海药,,,56,3,96777,3777,18,32,44,是,海南海药：公开发行公司债券募集说明书_104cd065-f44b-4965-90dc-9ea46946b043.txt
中兴通讯 股票代码公司,中兴通讯,,,66,4,126042,5435,30,40,77,是,中兴通讯：公开发行2012年公司债券募集说明书（第一期）_b72f4899-f0c4-4592-84e1-cfb78b6cc34e.txt
富春环保 股票代码公司,富春环保,,,52,8,90050,4624,21,40,51,是,富春环保：公开发行公司债券募集说明书_1fd0821d-3d2d-4c9d-9e70-2b9b0f99c265.txt
 《公司,,,,47,3,99616,3722,19,29,46,是,辰州矿业：公开发行公司债券募集说明书（第一期）_1197937d-d7a9-4f8d-a5c1-f0aa43b0bcbd.txt
四川科伦药业股份有限公司,,,,43,5,106736,5153,25,37,57,是,科伦药业：公开发行2012年公司债券募集说明书（第一期）_fad22f8f-386b-4106-ba81-bf4901e17ef5.txt
广东万家乐股份有限公司,,,,50,6,95256,5545,29,41,60,是,万 家 乐：公开发行公司债券募集说明书_e1c5e42b-5157-4c06-894f-65bdc3175589.txt
国星光电 股票代码公司,国星光电,,,54,3,85615,4247,22,36,50,是,国星光电：公开发行2011年公司债券募集说明书_a636948a-b2a2-47c8-b591-60bffb60b7df.txt
重庆长安汽车股份有限公司,长安汽车、长安,,,63,11,114576,6404,34,47,85,是,长安汽车：公开发行公司债券募集说明书_33370f39-59bc-47ac-aa06-d4cc53389c5b.txt
公司,,,,54,3,99618,5700,31,39,67,是,万向钱潮：公开发行公司债券募集说明书_bd529c09-c0bd-45e7-843f-9a3a03f6624f.txt
张家港化工机械股份有限公司,,,,83,10,120060,5639,26,33,67,是,张化机：2012年公开发行公司债券募集说明书_87fb1ed9-e5f1-4dc8-b6a9-9a6bf8528334.txt
 安徽华茂纺织股份有限公司,华茂股份,,,66,12,115169,3856,21,29,59,是,华茂股份：公开发行公司债券募集说明书_1e2a55df-12ae-482c-97a0-516186bacf0a.txt
致集成房屋股份有限公司,,,,63,5,104779,3591,20,28,55,是,雅致股份：公开发行公司债券募集说明书_50eb1356-f6d8-4f2f-8a32-664a5e3a4921.txt
北京湘鄂情股份有限公司,湘鄂情,,,47,3,94802,3341,18,24,46,是,湘鄂情：公开发行公司债券募集说明书_73ebbd15-6ee5-432b-ab7a-e8a792b8a77c.txt
智光电气 股票代码公司,智光电气,,,67,9,127164,6530,26,51,75,是,智光电气：公开发行公司债券募集说明书_bdacb3d6-14cd-44a8-89a9-9b2659927629.txt
浙江明牌珠宝股份有限公司,明牌珠宝,,,66,12,105016,5160,32,37,58,是,明牌珠宝：公开发行2012年公司债券募集说明书_afb1a2f3-811e-46c9-b40d-ac4403c5fff4.txt
 棕榈园林股份有限公司,棕榈园林,,,44,3,79818,3766,19,31,55,是,棕榈园林：公开发行公司债券募集说明书_92961f74-0f3b-4b79-a768-b306e1379c4e.txt
 《公司,,,,85,7,119361,7956,40,65,105,是,西部建设：公开发行公司债券募集说明书_89376bc3-53a1-4571-bf48-c280674f1f65.txt
袁隆平农业高科技股份有限公司,,,,61,6,133651,5217,23,32,57,是,隆平高科：公开发行2012年公司债券募集说明书_cbcf1b3c-ad99-43a1-8d28-f1a96d13affd.txt
石家庄常山纺织股份有限公司,常山股份,,,63,10,144183,4734,23,33,63,是,常山股份：公开发行公司债券募集说明书_3a900d82-3a9e-46be-bc2f-34b475f2c91f.txt
成都市新都化工股份有限公司,,,,55,6,86168,4814,29,32,63,是,新都化工：公开发行2012年公司债券募集说明书_722656cd-73d8-4ff7-8f13-1852388e19d6.txt
上海超日太阳能科技股份有限公司,超日太阳,,,67,6,122794,4067,22,33,51,是,超日太阳：公开发行公司债券募集说明书_690021ca-e40d-4448-bc86-6c4c5310a055.txt
联化科技股份有限公司,,,,56,6,94776,5450,33,40,79,是,联化科技：公开发行2011年公司债券募集说明书_fba3316b-e3f6-4d60-93d6-a965d08e56eb.txt
横店集团东磁股份有限公司,横店东磁,,,63,6,106458,5303,33,35,75,是,横店东磁：公开发行2011年公司债券募集说明书_051aa020-59ee-4eae-9573-6c5f1527f0f0.txt
远兴能源 股票代码公司,远兴能源,,,59,6,91504,3740,22,31,51,是,远兴能源：公开发行2011年公司债券募集说明书_c106ae7b-f01c-419b-bca5-0b3740b8f062.txt
 明 公司,,,,53,9,105802,2937,20,22,44,是,湖北能源：公开发行公司债券募集说明书_69285c67-2cda-4123-be59-f1f0fb6920da.txt
成都市新筑路桥机械股份有限公司,新筑股份,,,65,7,100396,4993,28,40,63,是,新筑股份：公开发行公司债券募集说明书_3662a02c-5de8-4ff6-8d6d-b5328bb54f6e.txt
电气股份有限公司,,,,49,14,114552,3635,21,25,43,是,许继电气：公开发行2011年公司债券募集说明书_c8d76b3e-d874-4404-808b-0c66b47194e4.txt
浙江报喜鸟服饰股份有限公司,,,,50,7,106135,4190,24,31,56,是,报 喜 鸟：公开发行公司债券募集说明书_3672478e-9cfc-4b1b-a6be-a0ae9a5198af.txt
武汉凯迪电力股份有限公司,凯迪电力,,,54,8,112253,3604,25,26,49,是,凯迪电力：公开发行公司债券募集说明书_23af51ce-a735-4b4f-b3e5-533c5b12de12.txt
海大集团公司,海大集团,,,76,8,98099,4303,26,37,57,是,海大集团：公开发行公司债券募集说明书_b36fbe27-a042-463a-b2bf-305a910bbf87.txt
华孚色纺股份有限公司,,,,52,7,104243,4124,22,31,57,是,华孚色纺：公开发行公司债券募集说明书_8e2d5dd3-f1d2-4611-a404-1428e360486c.txt
重庆宗申动力机械股份有限公司,,,,58,8,94267,4288,25,34,55,是,宗申动力：2011年公开发行公司债券募集说明书_38b27d93-ac23-4b15-923d-08f2a9a9d4a2.txt
太钢公司,,,,57,5,82625,5896,26,43,88,是,太钢不锈：2012年公司公开发行公司债券募集说明书（第一期）_9f023d66-0d06-420f-888b-e1b8738ec62c.txt
东莞发展控股股份有限公司,东莞控股,,,60,9,75114,3739,19,30,53,是,东莞控股：公开发行公司债券募集说明书_039b4282-86c9-411b-9160-f5a8e38638a3.txt
